district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Kentfield Elementary,Adaline E. Kent Middle,800 College Avenue Kentfield CA 94904-2549,,,False,tested,,Marin County,37.952692,-122.54763799999999,
Kentfield Elementary,Anthony G. Bacich Elementary,699 Sir Francis Drake Boulevard Kentfield CA 94904-1639,,,False,tested,,Marin County,37.953675,-122.544372,
San Rafael City Elementary,Bahia Vista Elementary,125 Bahia Way San Rafael CA 94901-4502,,,False,tested,San Rafael,Marin County,37.966623999999996,-122.498272,
Sausalito Marin City,Bayside Martin Luther King Jr. Academy,200 Phillips Drive Sausalito CA 94965-1194,,,False,tested,Sausalito,Marin County,37.872529,-122.51378400000002,
Reed Union Elementary,Bel Aire Elementary,277 Karen Way Tiburon CA 94920-2044,,,,not tested,,Marin County,37.902105999999996,-122.49803899999999,
Private,Bolinas Stinson Elementary School,3805 Shoreline Hwy Stinson Beach CA 94970,,,False,tested,,Marin County,37.899573,-122.64294,
Bolinas-Stinson Union,Bolinas-Stinson Elementary,125 Olema-Bolinas Road Bolinas CA 94924-9747,8.6,ppb,True,tested,Bolinas,Marin County,37.91746,-122.69356100000002,8.6
Ross Valley Elementary,Brookside Elementary,116 Butterfield Road San Anselmo CA 94960-1562,,,False,tested,,Marin County,37.990970000000004,-122.576741,
San Rafael City Elementary,Coleman Elementary,800 Belle Ave San Rafael CA 94901-2227,,,False,tested,San Rafael,Marin County,37.979424,-122.51933400000001,
Larkspur-Corte Madera,Cove,330 Golden Hind Passage Corte Madera CA 94925-1914,,,False,tested,,Marin County,37.922088,-122.498306,
Ross Valley Elementary,Deer Park Elementary School,199 Porteous Ave Fairfax CA 94930,6.0,ppb,True,tested,,Marin County,37.976366,-122.590639,6.0
Reed Union Elementary,Del Mar Middle,105 Avenida Miraflores Tiburon CA 94920-1414,,,,not tested,,Marin County,37.892824,-122.482247,
Dixie Elementary,Dixie Elementary,1175 Idylberry Drive San Rafael CA 94903-1131,,,False,tested,San Rafael,Marin County,38.029087,-122.574307,
Mill Valley Elementary,Edna Maguire Elementary,80 Lomita Drive Mill Valley CA 94941-1464,,,False,tested,,Marin County,37.90737,-122.524047,
San Rafael City Elementary,Glenwood Elementary,25 Castlewood Dr San Rafael CA 94901-2524,,,False,tested,San Rafael,Marin County,37.985588,-122.47691999999999,
Marin County Office of Education,Grant Grover School,800 College Ave Kenfield CA 94904,13.0,ppb,True,tested,Kentfield,Marin County,37.952653999999995,-122.549027,13.0
Larkspur-Corte Madera,Hall Middle,200 Doherty Drive Larkspur CA 94939-1532,,,False,tested,Larkspur,Marin County,37.938134000000005,-122.526519,
Novato Unified,Hamilton Meadow Park,5530 Nave Drive Novato CA 94949-6435,,,,not tested,,Marin County,38.053385,-122.53033300000001,
Ross Valley Elementary,Hidden Valley Elementary,46 Green Valley Court San Anselmo CA 94960-1112,,,False,tested,San Anselmo,Marin County,38.005577,-122.573682,
