district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Private,A Better Chance / California Autism Foundation,4138 Lakeside Drive Richmond CA 94806,,,False,tested,Richmond,Contra Costa County,37.988787,-122.32888,
Acalanes Union High,Acalanes Adult Education Center,1963 Tice Valley Boulevard Walnut Creek CA 94595-2201,,,,not tested,,Contra Costa County,37.87725,-122.073346,
Acalanes Union High,Acalanes Center for Independent Study,1963 Tice Valley Boulevard Walnut Creek CA 94595-2201,,,False,tested,,Contra Costa County,37.87725,-122.073346,
Acalanes Union High,Acalanes High,1200 Pleasant Hill Road Lafayette CA 94549-2623,,,False,tested,,Contra Costa County,37.904924,-122.098853,
Contra Costa County Office of Education,Acton Academy Blackhawk,3860 Blackhawk Rd Danville CA 94506,,,,not tested,,Contra Costa County,37.799487,-121.92158400000001,
Brentwood Union Elementary,Adams (J. Douglas) Middle,401 American Avenue Brentwood CA 94513-4611,,,False,tested,Brentwood,Contra Costa County,37.918003999999996,-121.758874,
San Ramon Valley Unified,Alamo Elementary,100 Wilson Road Alamo CA 94507-1253,,,False,tested,,Contra Costa County,37.866409999999995,-122.03062299999999,
Martinez Unified,Alhambra Senior High,150 E Street Martinez CA 94553-3139,,,False,tested,Martinez,Contra Costa County,38.002524,-122.133945,
Private,All My Gods Children,1900 Willow Lake Rd Discovery Bay CA 94505,,,False,tested,,Contra Costa County,37.900844,-121.59940300000001,
Oakley Union Elementary,Almond Grove Elementary,5000 Amaryllis Street Oakley CA 94561-2206,,,,not tested,,Contra Costa County,37.974818,-121.725248,
Antioch Unified,Antioch Adult,820 West Second Street Antioch CA 94509-1145,9.6,ppb,True,tested,Antioch,Contra Costa County,38.017093,-121.81667,9.6
Antioch Unified,Antioch Charter Academy,3325 Hacienda Way Antioch CA 94509-5407,,,False,tested,Antioch,Contra Costa County,37.987567,-121.826826,
Antioch Unified,Antioch Charter Academy II,1201 West Tenth Street Antioch CA 94509-1406,,,,not tested,Antioch,Contra Costa County,38.008064000000005,-121.82155300000001,
Antioch Unified,Antioch High,700 West 18th Street Antioch CA 94509-1576,,,False,tested,Antioch,Contra Costa County,38.005158,-121.815775,
Antioch Unified,Antioch Middle,1500 D Street Antioch CA 94509-2346,,,False,tested,Antioch,Contra Costa County,38.00723,-121.81013,
West Contra Costa Unified,Aspire Richmond Ca. College Preparatory Academy,3040 Hilltop Mall Road Richmond CA 94806,,,False,tested,Richmond,Contra Costa County,37.978204,-122.326753,
West Contra Costa Unified,Aspire Richmond Technology Academy,3040 Hilltop Mall Rd Richmond CA 94806,,,False,tested,Richmond,Contra Costa County,37.978204,-122.326753,
Mt. Diablo Unified,Ayers Elementary,5120 Myrtle Drive Concord CA 94521-1522,,,False,tested,Concord,Contra Costa County,37.965932,-121.959529,
Mt. Diablo Unified,Bancroft Elementary,2200 Parish Drive Walnut Creek CA 94598-1524,,,False,tested,,Contra Costa County,37.929924,-122.035279,
West Contra Costa Unified,Bayview Elementary,3001 16th Street San Pablo CA 94806-2353,,,False,tested,,Contra Costa County,37.973721999999995,-122.34783,
