district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Lake Tahoe Unified,Al Tahoe,1100 Lyons Ave South Lake Tahoe CA 96150,32.0,ppb,True,tested,South Lake Tahoe,El Dorado County,38.937957,-119.97535400000001,41.0
Black Oak Mine Unified,American River Charter,6620 Wentworth Springs Road Georgetown CA 95634-9701,,,,not tested,Georgetown,El Dorado County,38.912449,-120.827031,
Lake Tahoe Unified,Bijou Community,3501 Spruce Avenue South Lake Tahoe CA 96150-8317,,,False,tested,South Lake Tahoe,El Dorado County,38.941982,-119.95581499999999,
Buckeye Union Elementary,Blue Oak Elementary,2391 Merrychase Drive Cameron Park CA 95682-9094,7.0,ppb,True,tested,Cameron Park,El Dorado County,38.658044,-121.00748200000001,7.0
Buckeye Union Elementary,Buckeye Elementary,4561 Buckeye Road Shingle Springs CA 95682-9503,9.0,ppb,True,tested,,El Dorado County,38.6687,-120.915847,9.0
Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,4645 Buckeye Road Shingle Springs CA 95682-9505,,,False,tested,,El Dorado County,38.669028000000004,-120.90746299999999,
Buckeye Union Elementary,Camerado Springs Middle,2480 Merrychase Drive Cameron Park CA 95682-9093,,,False,tested,Cameron Park,El Dorado County,38.658029,-121.005098,
Camino Union Elementary,Camino Elementary,3060 Snows Road Camino CA 95709-9578,,,False,tested,,El Dorado County,38.732458,-120.67603999999999,
Camino Union Elementary,Camino Science and Natural Resources Charter,3060 Snows Rd school B Camino CA 95709-9578,6.5,ppb,True,tested,Camino,El Dorado County,38.732425,-120.676383,6.5
Private,Cedar Springs Waldorf School,6029 Gold Meadows Road Placerville CA 95667,,,False,tested,Placerville,El Dorado County,38.692046000000005,-120.86319499999999,
El Dorado County Office of Education,Charles F. Brown Elementary,6520 Oak Dell Road El Dorado CA 95623,,,False,tested,Diamond Springs,El Dorado County,38.680607,-120.835351,
Buckeye Union Elementary,Charter Montessori Blue Oak Campus,2391 Merrychase Dr Cameron Park CA 95682-9094,,,False,tested,Cameron Park,El Dorado County,38.658044,-121.00748200000001,
Black Oak Mine Unified,Divide High,4405 Highway 193 Greenwood CA 95635,,,,not tested,Greenwood,El Dorado County,38.9016,-120.900438,
Placerville Union Elementary,Edwin Markham Middle,2800 Moulton Drive Placerville CA 95667-4334,,,,not tested,Placerville,El Dorado County,38.734454,-120.816235,
