district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Lake Tahoe Unified,Al Tahoe,1100 Lyons Ave South Lake Tahoe CA 96150,32,ppb,TRUE,tested,South Lake Tahoe,El Dorado County,38.937957,-119.975354
Black Oak Mine Unified,American River Charter,6620 Wentworth Springs Road Georgetown CA 95634-9701,NA,NA,NA,not tested,Georgetown,El Dorado County,38.912449,-120.827031
Lake Tahoe Unified,Bijou Community,3501 Spruce Avenue South Lake Tahoe CA 96150-8317,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.941982,-119.955815
Buckeye Union Elementary,Blue Oak Elementary,2391 Merrychase Drive Cameron Park CA 95682-9094,7,ppb,TRUE,tested,Cameron Park,El Dorado County,38.658044,-121.007482
Buckeye Union Elementary,Buckeye Elementary,4561 Buckeye Road Shingle Springs CA 95682-9503,9,ppb,TRUE,tested,NA,El Dorado County,38.6687,-120.915847
Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,4645 Buckeye Road Shingle Springs CA 95682-9505,NA,NA,FALSE,tested,NA,El Dorado County,38.669028,-120.907463
Buckeye Union Elementary,Camerado Springs Middle,2480 Merrychase Drive Cameron Park CA 95682-9093,NA,NA,FALSE,tested,Cameron Park,El Dorado County,38.658029,-121.005098
Camino Union Elementary,Camino Elementary,3060 Snows Road Camino CA 95709-9578,NA,NA,FALSE,tested,NA,El Dorado County,38.732458,-120.67604
Camino Union Elementary,Camino Science and Natural Resources Charter,3060 Snows Rd school B Camino CA 95709-9578,6.5,ppb,TRUE,tested,Camino,El Dorado County,38.732425,-120.676383
Private,Cedar Springs Waldorf School,6029 Gold Meadows Road Placerville CA 95667,NA,NA,FALSE,tested,Placerville,El Dorado County,38.692046,-120.863195
El Dorado County Office of Education,Charles F. Brown Elementary,6520 Oak Dell Road El Dorado CA 95623,NA,NA,FALSE,tested,Diamond Springs,El Dorado County,38.680607,-120.835351
Buckeye Union Elementary,Charter Montessori Blue Oak Campus,2391 Merrychase Dr Cameron Park CA 95682-9094,NA,NA,FALSE,tested,Cameron Park,El Dorado County,38.658044,-121.007482
Black Oak Mine Unified,Divide High,4405 Highway 193 Greenwood CA 95635,NA,NA,NA,not tested,Greenwood,El Dorado County,38.9016,-120.900438
Placerville Union Elementary,Edwin Markham Middle,2800 Moulton Drive Placerville CA 95667-4334,NA,NA,NA,not tested,Placerville,El Dorado County,38.734454,-120.816235
El Dorado Union High,El Dorado High,561 Canal Street Placerville CA 95667-4312,NA,NA,FALSE,tested,Placerville,El Dorado County,38.732446,-120.813016
El Dorado Office of Education,El Dorado High School East Campus,3440 Pondorado Road Camino  CA 95709,NA,NA,FALSE,tested,Camino,El Dorado County,38.735721,-120.705619
El Dorado County Office of Education,El Dorado Office of Education,6767 Green Valley Rd Placerville CA 95667,NA,NA,FALSE,tested,Placerville,El Dorado County,38.725448,-120.840355
Private,G.H.S. Academy,1060 Suncast Lane El Dorado Hills CA 95762,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.634726,-121.069474
Black Oak Mine Unified,Georgetown Elementary,6530 Wentworth Springs Road Georgetown CA 95634-9701,NA,NA,NA,not tested,Georgetown,El Dorado County,38.909132,-120.829712
Gold Oak Union Elementary,Gold Oak Elementary,3171 Pleasant Valley Road Placerville CA 95667-7836,NA,NA,FALSE,tested,Placerville,El Dorado County,38.694072,-120.717152
Gold Trail Union Elementary,Gold Trail,889 Cold Springs Road Placerville CA 95667-9312,NA,NA,FALSE,tested,Placerville,El Dorado County,38.77472,-120.89203
Black Oak Mine Unified,Golden Sierra Junior Senior High,5101 Garden Valley Road Garden Valley CA 95633-0175,NA,NA,NA,not tested,NA,El Dorado County,38.849179,-120.856301
Rescue Union Elementary,Green Valley Elementary,2380 Bass Lake Road Rescue CA 95672-9571,NA,NA,FALSE,tested,Rescue,El Dorado County,38.69676,-121.008557
Mother Lode Union Elementary,Herbert C. Green Middle,3781 Forni Road Placerville CA 95667-6207,NA,NA,FALSE,tested,Placerville,El Dorado County,38.720711,-120.832134
Private,Holy Trinity School,3115 Tierra de Dios Drive El Dorado Hills CA 95762,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.658993,-121.018537
El Dorado Union High,Independence Continuation,385 Pleasant Valley Rd. Diamond Springs CA 95619-1450,NA,NA,FALSE,tested,Diamond Springs,El Dorado County,38.693385,-120.822212
Mother Lode Union Elementary,Indian Creek Elementary,6701 Green Valley Road Placerville CA 95667-8984,NA,NA,FALSE,tested,Placerville,El Dorado County,38.725448,-120.840355
Rescue Union Elementary,Jackson Elementary,2561 Francisco Drive El Dorado Hills CA 95762-8201,NA,NA,FALSE,tested,NA,El Dorado County,38.726789,-121.090391
Rescue Union Elementary,Lake Forest Elementary,2240 Sailsbury Drive El Dorado Hills CA 95762-6984,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.720202,-121.084641
Lake Tahoe Unified,Lake Tahoe Environmental Science Magnet,1095 San Bernardino Avenue South Lake Tahoe CA 96150-5235,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.860207,-120.020748
Rescue Union Elementary,Lakeview Elementary,3371 Brittany Way El Dorado Hills CA 95762-3996,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.698938,-121.094482
Placerville Union Elementary,Louisiana Schnell Elementary,2871 Schnell School Road Placerville CA 95667-4935,NA,NA,NA,not tested,Placerville,El Dorado County,38.737457,-120.779457
Rescue Union Elementary,Marina Village Middle,1901 Francisco Drive El Dorado Hills CA 95762-3736,7.6,ppb,TRUE,tested,NA,El Dorado County,38.723188,-121.088112
Lake Tahoe Unified,Mt. Tallac High,1735 Lake Tahoe Boulevard South Lake Tahoe CA 96150-3718,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.909964,-120.015301
Lake Tahoe Unified,Mt. Tallac High,1735 Lake Tahoe Boulevard B South Lake Tahoe CA 96150-3718,NA,NA,NA,not tested,South Lake Tahoe,El Dorado County,38.909964,-120.015301
Black Oak Mine Unified,Northside Elementary,860 Cave Valley Road Cool CA 95614-9441,NA,NA,NA,not tested,Cool,El Dorado County,38.871911,-121.021948
Buckeye Union Elementary,Oak Meadow Elementary,7701 Silva Valley Parkway El Dorado Hills CA 95762-7729,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.664207,-121.059268
El Dorado Union High,Oak Ridge High,1120 Harvard Way El Dorado Hills CA 95762-4324,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.679866,-121.070664
Pollock Pines Elementary,Pinewood Elementary,6181 Pine Street Pollock Pines CA 95726-9608,11,ppb,TRUE,tested,NA,El Dorado County,38.764668,-120.591662
Rescue Union Elementary,Pleasant Grove Middle,2540 Green Valley Road Rescue CA 95672-9415,NA,NA,FALSE,tested,NA,El Dorado County,38.707061,-120.965875
Gold Oak Union Elementary,Pleasant Valley Middle,4120 Pleasant Valley Road Placerville CA 95667-7834,NA,NA,FALSE,tested,Placerville,El Dorado County,38.692417,-120.680119
El Dorado Union High,Ponderosa High,3661 Ponderosa Road Shingle Springs CA 95682-9435,NA,NA,FALSE,tested,Shingle Springs,El Dorado County,38.674366,-120.942059
Rescue Union Elementary,Rescue Elementary,3880 Green Valley Road Rescue CA 95672-9403,NA,NA,FALSE,tested,NA,El Dorado County,38.707,-120.964966
Buckeye Union Elementary,Rising Sun Montessori,7006 Rossmore Lane El Dorado Hills CA 95762-7126,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.653926,-121.060295
Buckeye Union Elementary,Rolling Hills Middle,7141 Silva Valley Parkway El Dorado Hills CA 95762-7862,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.681822,-121.067066
Private,Sierra Boys Ranch,4300 Forni Rd Placerville CA 95667,NA,NA,NA,not tested,Placerville,El Dorado County,38.720711,-120.832134
Placerville Union Elementary,Sierra Elementary,1100 Thompson Way Placerville CA 95667-5726,NA,NA,NA,not tested,Placerville,El Dorado County,38.727918,-120.79413
Lake Tahoe Unified,Sierra House Elementary,1709 Remington Trail South Lake Tahoe CA 96150-6825,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.906857,-119.963216
Pollock Pines Elementary,Sierra Ridge Middle,2700 Amber Trail Pollock Pines CA 95726-9213,NA,NA,FALSE,tested,Pollock Pines,El Dorado County,38.747389,-120.579155
Buckeye Union Elementary,Silva Valley Elementary,3001 Golden Eagle Lane El Dorado Hills CA 95762-7500,NA,NA,FALSE,tested,El Dorado Hills,El Dorado County,38.674643,-121.06822
Lake Tahoe Unified,South Tahoe High,1735 Lake Tahoe Blvd South Lake Tahoe CA 96150-3718,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.909964,-120.015301
Lake Tahoe Unified,South Tahoe Middle,2940 Lake Tahoe Boulevard South Lake Tahoe CA 96150-7800,NA,NA,FALSE,tested,South Lake Tahoe,El Dorado County,38.935821,-119.976887
Gold Trail Union Elementary,Sutters Mill,4801 Luneman Road Placerville CA 95667-8750,NA,NA,FALSE,tested,Placerville,El Dorado County,38.769428,-120.926917
Lake Tahoe Unified,Tahoe Valley Elementary,943 Tahoe Island Drive South Lake Tahoe CA 96150-4200,7.8,ppb,TRUE,tested,South Lake Tahoe,El Dorado County,38.921103,-120.003674
Private,Thorson Family School,4001 Ponytail Lane Shingle Springs CA 95682,NA,NA,FALSE,tested,Shingle Springs,El Dorado County,38.660034,-120.940907
El Dorado Union High,Union Mine High,6530 Koki Lane El Dorado CA 95623-4328,NA,NA,FALSE,tested,Diamond Springs,El Dorado County,38.676663,-120.838753
Buckeye Union Elementary,William Brooks Elementary,3610 Park Drive El Dorado Hills CA 95762-4544,NA,NA,FALSE,tested,NA,El Dorado County,38.655934,-121.073374
