district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Enterprise Elementary,Alta Mesa Elementary,2301 Saturn Skyway Redding CA 96002-2813,,,False,tested,,Shasta County,40.55598,-122.326746,
Cascade Union Elementary,Anderson Heights Elementary,1530 Spruce Street Anderson CA 96007-4369,,,False,tested,Anderson,Shasta County,40.436784,-122.29310100000001,
Anderson Union High,Anderson High,1471 Ferry Street Anderson CA 96007-3313,,,,not tested,Anderson,Shasta County,40.444368,-122.305756,
Cascade Union Elementary,Anderson Middle,1646 West Ferry Street Anderson CA 96007-3314,6.34,ppb,True,tested,Anderson,Shasta County,40.446405,-122.304974,6.34
Anderson Union High,Anderson New Technology High,2098 North Street Anderson CA 96007-3477,,,False,tested,Anderson,Shasta County,40.451721,-122.299701,
Bella Vista Elementary,Bella Vista Elementary,22661 Old Alturas Road Bella Vista CA 96008-9792,,,False,tested,Bella Vista,Shasta County,40.639356,-122.233152,
Private,Bethel Christian School,933 College View Drive Redding CA 96003,,,False,tested,Redding,Shasta County,40.609846000000005,-122.358456,
Redding Elementary,Bonny View Elementary,5080 Bidwell Road Redding CA 96001-4255,6.9,ppb,True,tested,Redding,Shasta County,40.543858,-122.378374,13.2
Enterprise Elementary,Boulder Creek Elementary,505 Springer Drive Redding CA 96003-4592,7.01,ppb,True,tested,Redding,Shasta County,40.599414,-122.34314099999999,7.01
Gateway Unified,Buckeye School of the Arts,3407 Hiatt Drive Redding CA 96003-1204,,,False,tested,Redding,Shasta County,40.630931,-122.403425,
Fall River Joint Unified,Burney Community Day,20375 Tamarack  Burney CA 96013-4054,,,False,tested,,Shasta County,40.878747,-121.672735,
Fall River Joint Unified,Burney Elementary,37403 Toronto Street Burney CA 96013-4381,5.3,ppb,True,tested,Burney,Shasta County,40.882487,-121.654362,5.3
Fall River Joint Unified,Burney Elementary Community Day,20375 Tamarack Ave Burney CA 96013-4054,,,,not tested,,Shasta County,40.878747,-121.672735,
Fall River Joint Unified,Burney Junior-Senior High,37571 Mountain View Road Burney CA 96013-4350,,,False,tested,,Shasta County,40.884845,-121.64846999999999,
Castle Rock Union Elementary,Castle Rock Elementary,29373 Main Street Castella CA 96017-0180,19.0,ppb,True,tested,,Shasta County,41.140087,-122.31806999999999,19.0
Gateway Unified,Central Valley High,4066 La Mesa Avenue Shasta Lake CA 96019-9243,,,False,tested,Shasta Lake,Shasta County,40.677732,-122.373345,
Shasta County Office of Education,Chrysalis Charter,21945 Old Forty Four Drive Palo Cedro CA 96073-9760,,,False,tested,Palo Cedro,Shasta County,40.561706,-122.242122,
Columbia Elementary,Columbia Elementary,10142 Old Oregon Trail Redding CA 96003-7995,,,False,tested,Redding,Shasta County,40.524051,-122.290773,
Cottonwood Union Elementary,Cottonwood Creek Charter,3425 Brush Street Cottonwood CA 96022-8808,,,False,tested,Cottonwood,Shasta County,40.386721,-122.279771,
Private,Country Christian School,873 Canby Road Redding CA 96003,,,False,tested,Redding,Shasta County,40.594023,-122.353392,
Redding Elementary,Cypress Elementary,2150 Civic Center Drive Redding CA 96001-2704,,,False,tested,Redding,Shasta County,40.575909,-122.38032700000001,
Shasta Union High,Enterprise High,3411 Churn Creek Road Redding CA 96002-2798,,,False,tested,Redding,Shasta County,40.558285,-122.350734,
Fall River Joint Unified,Fall River Community Day,44144 A Street McArthur CA 96056-8556,,,False,tested,,Shasta County,41.051248,-121.40225,
Fall River Joint Unified,Fall River Elementary,24977 Curve Street Fall River Mills CA 96028-9798,,,False,tested,,Shasta County,41.006536,-121.44087900000001,
Fall River Joint Unified,Fall River Junior-Senior High,44215 Walnut Street McArthur CA 96056-8555,,,False,tested,,Shasta County,41.046592,-121.399831,
Shasta Union High,Foothill High,9733 Deschutes Road Palo Cedro CA 96073-8644,,,False,tested,,Shasta County,40.573534,-122.238647,
