district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Chico Unified,Academy for Change,290 East Avenue Chico CA 95926-1122,,,,not tested,Chico,Butte County,39.758629,-121.85836200000001,
Paradise Unified,Achieve Charter School of Paradise Inc.,771 Elliott Road Paradise CA 95969-3913,,,,not tested,,Butte County,39.759571,-121.621329,
Bangor Union Elementary,Bangor Elementary,7549 Oro-Bangor Highway Bangor CA 95914,5.96,ppb,True,tested,,Butte County,39.389348,-121.40636,5.96
Chico Unified,Bidwell Junior High,2376 North Avenue Chico CA 95926-1434,,,False,tested,Chico,Butte County,39.756981,-121.836976,
Biggs Unified,Biggs Elementary,300 B Street Biggs CA 95917-9732,,,,not tested,Biggs,Butte County,39.414435,-121.706473,
Biggs Unified,Biggs High,3046 Second Street Biggs CA 95917-9732,,,,not tested,Biggs,Butte County,39.416047,-121.706581,
Biggs Unified,Biggs Secondary Community Day,300 B St Biggs CA 95917-9732,,,,not tested,Biggs,Butte County,39.414435,-121.706473,
Oroville City Elementary,Bird Street Elementary,1421 Bird Street Oroville CA 95965-4783,5.5,ppb,True,tested,Oroville,Butte County,39.511122,-121.56091,5.5
Chico Unified,Blue Oak Charter,450 West East Avenue Chico CA 95926-7238,,,,not tested,Chico,Butte County,39.755781,-121.863194,
Butte County Office of Education,Butte County Community School - LEAD,2345 Fair Street Chico CA 95928-6749,,,,not tested,Chico,Butte County,39.716777,-121.815304,
Paradise Unified,Cedarwood Elementary,6400 Columbine Rd Magalia CA 95954-9152,6.62,ppb,True,tested,Magalia,Butte County,39.853002000000004,-121.596351,6.62
Chico Unified,Center for Alternative Learning,290 East Ave Chico CA 95926-1122,,,,not tested,Chico,Butte County,39.758629,-121.85836200000001,
Oroville City Elementary,Central Middle,2565 Mesa Avenue Oroville CA 95966-6024,6.7,ppb,True,tested,Oroville,Butte County,39.503636,-121.544991,6.7
Chico Unified,Chapman Elementary,1071 East 16th Street Chico CA 95928-6207,,,False,tested,Chico,Butte County,39.726044,-121.81572299999999,
Chico Unified,Chico Country Day,102 West 11th Street Chico CA 95928-6006,,,False,tested,Chico,Butte County,39.723495,-121.83331100000001,
Chico Unified,Chico High,901 Esplanade Chico CA 95926-3908,,,False,tested,Chico,Butte County,39.736309999999996,-121.844622,
Chico Unified,Chico Junior High,280 Memorial Way Chico CA 95926-3921,8.2,ppb,True,tested,Chico,Butte County,39.733503999999996,-121.839331,8.2
Paradise Unified,Children's Community Charter,6830 Pentz Road Paradise CA 95969-2902,,,,not tested,,Butte County,39.783526,-121.57945900000001,
Chico Unified,Citrus Avenue Elementary,1350 Citrus Avenue Chico CA 95926-3219,,,False,tested,Chico,Butte County,39.738422,-121.852231,
Butte County Office of Education,CORE Butte Charter,260 Cohasset Road Suite 120 Chico CA 95926-2282,,,,not tested,Chico,Butte County,39.754052,-121.850994,
Durham Unified,Durham Elementary,9421 Putney Drive Durham CA 95938-9426,,,False,tested,,Butte County,39.646065,-121.803129,
Durham Unified,Durham High,9455 Putney Drive Durham CA 95938-9426,,,False,tested,,Butte County,39.64625,-121.80318799999999,
Durham Unified,Durham Intermediate,9416 Putney Drive Durham CA 95938-9426,,,False,tested,,Butte County,39.646082,-121.802916,
Chico Unified,Emma Wilson Elementary,1530 West Eighth Avenue Chico CA 95926-7155,,,False,tested,Chico,Butte County,39.734,-121.870448,
Gridley Unified,Esperanza High (Continuation),581 Jackson Street Gridley CA 95948-2538,,,False,tested,Gridley,Butte County,39.365152,-121.693626,
Chico Unified,Fair View High (Continuation),290 East Ave. Chico CA 95926-1122,,,False,tested,Chico,Butte County,39.758629,-121.85836200000001,
Palermo Union Elementary,Golden Hills Elementary,2400 Via Canela Oroville CA 95966-7200,,,False,tested,,Butte County,39.473314,-121.538298,
Gridley Unified,Gridley High,300 East Spruce Street Gridley CA 95948-2235,,,False,tested,Gridley,Butte County,39.367055,-121.68428899999999,
Palermo Union Elementary,Helen M. Wilcox Elementary,5737 Autrey Lane Oroville CA 95966-7278,,,False,tested,,Butte County,39.475424,-121.535715,
Thermalito Union,Heritage Community Day,2080 Sixth Street Oroville CA 95965-3251,,,,not tested,Oroville,Butte County,39.521125,-121.578027,
Paradise Unified,HomeTech Charter,7126 Skyway Paradise CA 95969-3271,,,,not tested,,Butte County,39.744167,-121.65058,
Paradise Unified,Honey Run Academy Elementary,622 Pearson Road Paradise CA 95969-5133,,,,not tested,,Butte County,39.752153,-121.608521,
Paradise Unified,Honey Run Academy Secondary,622 Pearson Paradise CA 95969-5133,,,,not tested,,Butte County,39.752153,-121.608521,
Chico Unified,Hooker Oak Elementary,1238 Arbutus Avenue Chico CA 95926-3586,,,False,tested,Chico,Butte County,39.743328000000005,-121.83716000000001,
Chico Unified,Inspire School of Arts and Sciences,335 West Sacramento Avenue Chico CA 95926-3908,,,False,tested,Chico,Butte County,39.735101,-121.84863,
Feather Falls Union Elementary,Ipakanni Early College Charter,1459 Downer Street Oroville CA 95966-8887,,,,not tested,Oroville,Butte County,39.513219,-121.55367700000001,
Oroville City Elementary,Ishi Hills Middle,1 Ishi Hills Way Oroville CA 95966-5519,,,False,tested,Oroville,Butte County,39.505961,-121.527157,
Oroville Union High,Las Plumas High,2380 Las Plumas Avenue Oroville CA 95966-7305,,,False,tested,,Butte County,39.480425,-121.539593,
Chico Unified,Little Chico Creek Elementary,2090 Amanda Way Chico CA 95928-3700,,,False,tested,Chico,Butte County,39.733628,-121.798825,
Chico Unified,Loma Vista,2404 Marigold Avenue Chico CA 95926-1615,,,False,tested,Chico,Butte County,39.764239,-121.81526799999999,
Chico Unified,Marigold Elementary,2446 Marigold Avenue Chico CA 95926-1697,,,False,tested,Chico,Butte County,39.764239,-121.81526799999999,
Chico Unified,Marsh (Harry M.) Junior High,2253 Humboldt Road Chico CA 95928-9132,,,False,tested,Chico,Butte County,39.739052,-121.79930300000001,
