district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Butte Valley Unified,Butte Valley Elementary and Middle School,615 West Third Street Dorris CA 97601,,,,not tested,Dorris,Siskiyou County,41.96399,-121.92418700000002,
Butte Valley Unified,Butte Valley High,615 West Third St Dorris CA 96023-0728,6.3,ppb,True,tested,Dorris,Siskiyou County,41.96399,-121.92418700000002,6.3
Butte Valley Unified,Cascade High,615 West 3rd St Dorris CA 96023-0709,,,,not tested,Dorris,Siskiyou County,41.964188,-121.922629,
Yreka Union High,Discovery High,504 West Lennox St Yreka CA 96097-2359,,,,not tested,Yreka,Siskiyou County,41.736887,-122.63864199999999,
Dunsmuir Elementary,Dunsmuir Elementary,4760 Siskiyou Avenue Dunsmuir CA 96025-1902,,,,not tested,Dunsmuir,Siskiyou County,41.229696000000004,-122.274381,
Dunsmuir Joint Union High,Dunsmuir High,5805 High School Way Dunsmuir CA 96025-2202,,,,not tested,Dunsmuir,Siskiyou County,41.210414,-122.275896,
Dunsmuir Joint Union High,Dunsmuir High School,"5805 High School Way  dunsmuir, CA  96025",,,,exempt,Dunsmuir,Siskiyou County,41.210414,-122.275896,
Dunsmuir Joint Union High,Dunsmuir High School,"5805 High School Way  dunsmuir, CA  96025",,,,exempt,Dunsmuir,Siskiyou County,41.210414,-122.275896,
Dunsmuir Joint Union High,Dunsmuir High School,"5805 High School Way  dunsmuir, CA  96025",,,,exempt,Dunsmuir,Siskiyou County,41.210414,-122.275896,
Dunsmuir Joint Union High,Dunsmuir High School,"5805 High School Way  dunsmuir, CA  96025",,,,exempt,Dunsmuir,Siskiyou County,41.210414,-122.275896,
National Elementary,El Toyon Elementary,2000 East Division Street National City CA 91950-1823,6.0,ppb,True,tested,Weed,Siskiyou County,41.425149,-122.383445,6.0
Scott Valley Unified,Etna Community Day,220 Collier Way Etna CA 96027-9576,,,,not tested,Etna,Siskiyou County,41.459379,-122.895668,
Scott Valley Unified,Etna Elementary,220 Collier Wy Etna CA 96027-0490,55.75,ppb,True,tested,Etna,Siskiyou County,41.459379,-122.895668,86.1
Scott Valley Unified,Etna Union High,400 Howell Avenue Etna CA 96027-0721,,,False,tested,Etna,Siskiyou County,41.459376,-122.89841799999999,
Yreka Union Elementary,Evergreen Elementary,416 Evergreen Lane Yreka CA 96097-3204,,,False,tested,Yreka,Siskiyou County,41.725142,-122.64390700000001,
Scott Valley Unified,Fort Jones Elementary,11501 Mathews Street Fort Jones CA 96032,,,,not tested,Fort Jones,Siskiyou County,41.603775,-122.845653,
