district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
LAUSD,107TH STREET ELEMENTARY,"147 E 107TH ST, LOS ANGELES,    CA 90003",,,,exempt,LA,Los Angeles County,33.939395000000005,-118.272838,
LAUSD,109TH STREET ELEMENTARY SCHOOL,"10915 S MC KINLEY AVE, LOS ANGELES,    CA 90059",,,,exempt,Los Angeles,Los Angeles County,33.937046,-118.26166200000002,
LAUSD,10TH STREET ELEMENTARY,"1000 GRATTAN ST, LOS ANGELES,    CA 90015",,,,exempt,LA,Los Angeles County,34.04864,-118.273255,
LAUSD,112TH STREET EARLY EDUCATION CENTER,"1319 E 112TH ST, LOS ANGELES,    CA 90059",,,,exempt,LA,Los Angeles County,33.932997,-118.25067800000001,
LAUSD,112TH STREET ELEMENTARY,"1265 E 112TH ST, LOS ANGELES,    CA 90059",,,,exempt,LA,Los Angeles County,33.933215000000004,-118.252591,
LAUSD,116TH STREET ELEMENTARY,"11610 STANFORD AVE, LOS ANGELES,    CA 90059",,,,exempt,LA,Los Angeles County,33.928990999999996,-118.262051,
LAUSD,118TH STREET ELEMENTARY,"144 E 118TH ST, LOS ANGELES,    CA 90061",,,,exempt,LA,Los Angeles County,33.926388,-118.27284399999999,
LAUSD,122ND STREET ELEMENTARY,"405 E 122ND ST, LOS ANGELES,    CA 90061",,,,exempt,,Los Angeles County,33.921385,-118.267331,
LAUSD,135TH STREET ELEMENTARY SCHOOL,"801 W 135TH ST, GARDENA,        CA 90247",,,,exempt,Gardena,Los Angeles County,33.909166,-118.291905,
LAUSD,153RD STREET ELEMENTARY,"1605 W 153RD ST, GARDENA,        CA 90247",,,,exempt,Gardena,Los Angeles County,33.892942,-118.30498500000002,
LAUSD,156TH STREET ELEMENTARY,"2100 W 156TH ST, GARDENA,        CA 90249",,,,exempt,Gardena,Los Angeles County,33.889199,-118.316135,
LAUSD,15TH STREET ELEMENTARY,"1527 S MESA ST, SAN PEDRO,      CA 90731",,,,exempt,LA,Los Angeles County,33.730288,-118.28583799999998,
LAUSD,186TH ST SCI CNTR,"1621 W 186TH ST, GARDENA, CA 90248",,,,exempt,Gardena,Los Angeles County,33.862557,-118.306601,
LAUSD,186TH STREET ELEMENTARY,"1581 W 186TH ST, GARDENA,        CA 90248",,,,exempt,Gardena,Los Angeles County,33.863714,-118.30556200000001,
LAUSD,1ST STREET ELEMENTARY,"2820 E FIRST ST, LOS ANGELES,    CA 90033",,,,exempt,Burbank,Los Angeles County,34.180983000000005,-118.311746,
