district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Roseville Joint Union High,Adelante High (Continuation),350 Atlantic Street Roseville CA 95678-1849,,,False,tested,Roseville,Placer County,38.75286,-121.280166,
Auburn Union Elementary,Alta Vista Community Charter,173 Oak Street Auburn CA 95603-4318,,,False,tested,Auburn,Placer County,38.908487,-121.063474,
Alta-Dutch Flat Union Elementary,Alta-Dutch Flat Elementary,34050 Alta-Bonny Nook Road Alta CA 95701-9999,,,False,tested,,Placer County,39.207595,-120.809017,
Rocklin Unified,Antelope Creek Elementary,6185 Springview Drive Rocklin CA 95677-2900,,,False,tested,Rocklin,Placer County,38.777744,-121.25728400000001,
Auburn Union Elementary,Auburn Elementary,11400 Lariat Ranch Road Auburn CA 95603-5001,,,False,tested,,Placer County,38.932565999999994,-121.102957,
Roseville City Elementary,Barbara Chilton Middle,4501 Bob Doyle Drive Roseville CA 95747-9048,,,False,tested,Roseville,Placer County,38.777173,-121.37205700000001,
Roseville City Elementary,Blue Oaks Elementary,8150 Horncastle Avenue Roseville CA 95747-6773,,,False,tested,Roseville,Placer County,38.783825,-121.331171,
Ackerman Charter,Bowman Charter,13777 Bowman Road Auburn CA 95603-3147,,,False,tested,Auburn,Placer County,38.935346,-121.05608899999999,
Roseville City Elementary,Bradford Woodbridge Fundamental Elementary,515 Niles Avenue Roseville CA 95678-1543,,,False,tested,Roseville,Placer County,38.756233,-121.28983400000001,
Rocklin Unified,Breen Elementary,2751 Breen Drive Rocklin CA 95765-5158,,,False,tested,Rocklin,Placer County,38.818613,-121.261178,
Western Placer Unified,Carlin C. Coppin Elementary,150 12th Street Lincoln CA 95648-2058,,,False,tested,Lincoln,Placer County,38.901707,-121.28433999999999,
Roseville City Elementary,Catheryn Gates Elementary,1051 Trehowell Drive Roseville CA 95678-6108,,,False,tested,Roseville,Placer County,38.775849,-121.28085,
Rocklin Unified,Cobblestone Elementary,5740 Cobblestone Drive Rocklin CA 95765-4193,,,False,tested,Rocklin,Placer County,38.801955,-121.263752,
Colfax Elementary,Colfax Elementary,24825 Ben Taylor Road Colfax CA 95713-9553,,,False,tested,Colfax,Placer County,39.104417,-120.962892,
Placer Union High,Colfax High,24995 Ben Taylor Road Colfax CA 95713-9556,5.98,ppb,True,tested,Colfax,Placer County,39.107284,-120.965928,6.38
Dry Creek Joint Elementary,Coyote Ridge Elementary,1751 Morning Star Drive Roseville CA 95747-4975,,,,not tested,Roseville,Placer County,38.759318,-121.35393400000001,
Newcastle Elementary,Creekside Charter,1916 Chamonix Place Olympic Valley CA 96146,,,,not tested,Tahoe City,Placer County,39.198786,-120.23954199999999,
Western Placer Unified,Creekside Oaks Elementary,2030 First Street Lincoln CA 95648-2173,,,False,tested,Lincoln,Placer County,38.8876,-121.315937,
Dry Creek Joint Elementary,Creekview Ranch,8779 Cook Riolo Road Roseville CA 95747-9258,,,False,tested,Roseville,Placer County,38.750423,-121.337023,
Roseville City Elementary,Crestmont Elementary,1501 Sheridan Avenue Roseville CA 95661-5724,,,False,tested,Roseville,Placer County,38.721979,-121.25415500000001,
Placer Union High,Del Oro High,3301 Taylor Road Loomis CA 95650-9502,,,False,tested,,Placer County,38.828095000000005,-121.188976,
Roseville City Elementary,Diamond Creek Elementary,3151 Hopscotch Way Roseville CA 95747-7163,,,False,tested,Roseville,Placer County,38.807446,-121.334166,
Auburn Union Elementary,EV Cain 21st Century STEM Charter,150 Palm Avenue Auburn CA 95603-3712,,,False,tested,Auburn,Placer County,38.906804,-121.07845800000001,
Eureka Union,Excelsior Elementary,2701 Eureka Road Roseville CA 95661-6447,,,False,tested,Roseville,Placer County,38.737266,-121.23813799999999,
Roseville City Elementary,Ferris Spanger Elementary,699 Shasta Street Roseville CA 95678-1634,,,False,tested,Roseville,Placer County,38.758228,-121.28433100000001,
Roseville City Elementary,Fiddyment Farm,4001 Brick Mason Circle Roseville CA 95747-4218,,,False,tested,Roseville,Placer County,38.806211,-121.357605,
Western Placer Unified,First Street,1400 First Street Lincoln CA 95648-1688,,,False,tested,Lincoln,Placer County,38.887060999999996,-121.3009,
Nevada County Office of Education,Forest Charter - Auburn,11952 Masters Court  Auburn CA 95603,,,False,tested,,Placer County,38.937337,-121.09628700000002,
Nevada County Office of Education,Forest Charter - Foresthll,23221 Forest Hill Road Foresthill CA 95631,,,False,tested,,Placer County,39.014221,-120.837929,
Foresthill Union Elementary,Foresthill Divide,22888 Foresthill Road Foresthill CA 95631-9216,,,False,tested,,Placer County,39.011115999999994,-120.84400600000001,
Placer Union High,Foresthill High,23319 Foresthill Road Foresthill CA 95631-9229,,,False,tested,,Placer County,39.015667,-120.836262,
Western Placer Unified,Foskett Ranch Elementary,1561 Joiner Parkway Lincoln CA 95648-2969,,,,not tested,Lincoln,Placer County,38.906828000000004,-121.31753799999998,
Loomis Union Elementary,Franklin Elementary,7050 Franklin School Road Loomis CA 95650-8952,,,False,tested,Loomis,Placer County,38.787711,-121.17223100000001,
Roseville City Elementary,George A. Buljan Middle,100 Hallissy Drive Roseville CA 95678-5922,,,False,tested,Roseville,Placer County,38.778811,-121.30108700000001,
Roseville City Elementary,George Cirby Elementary,814 Darling Way Roseville CA 95678-4419,,,False,tested,Roseville,Placer County,38.736551,-121.280685,
Roseville City Elementary,George Sargeant Elementary,1200 Ridgecrest Way Roseville CA 95661-7308,,,False,tested,Roseville,Placer County,38.728778000000005,-121.23776000000001,
Western Placer Unified,Glen Edwards Middle,204 L Street Lincoln CA 95648-1674,,,False,tested,Lincoln,Placer County,38.889013,-121.299255,
Roseville Joint Union High,Granite Bay High,1 Grizzly Way Granite Bay CA 95746-7194,,,False,tested,Granite Bay,Placer County,38.731927,-121.21186399999999,
Rocklin Unified,Granite Oaks Middle,2600 Wyckford Drive Rocklin CA 95765-5289,,,False,tested,Rocklin,Placer County,38.821188,-121.25373,
Eureka Union,Greenhills Elementary,8200 Greenhills Way Granite Bay CA 95746-4300,,,False,tested,Granite Bay,Placer County,38.750316,-121.216498,
Loomis Union Elementary,H. Clarke Powers Elementary,3296 Humphrey Road Loomis CA 95650-9043,,,False,tested,,Placer County,38.830061,-121.20114699999999,
Newcastle Elementary,Harvest Ridge Cooperative Charter/Placer Academy,9050 Old State Highway Newcastle CA 95658-9515,,,,not tested,,Placer County,38.873940000000005,-121.135731,
Dry Creek Joint Elementary,Heritage Oak Elementary,2271 Americana Drive Roseville CA 95747-7688,,,,not tested,Roseville,Placer County,38.757743,-121.314099,
Western Placer Unified,Horizon Charter,2800 Nicolaus Rd Suite 100 Lincoln CA 95648-1757,,,False,tested,Lincoln,Placer County,38.897696999999994,-121.32942800000001,
Roseville Joint Union High,Independence High (Alternative),125 Berry Street Roseville CA 95678-1310,,,False,tested,Roseville,Placer County,38.757944,-121.275097,
