district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
San Mateo-Foster City,Abbott Middle,600 36th Avenue San Mateo CA 94403-4101,,,,not tested,San Mateo,San Mateo County,37.529614,-122.30883700000001,
Redwood City Elementary,Adelante Spanish Immersion,3150 Granger Way Redwood City CA 94061-2457,,,,not tested,Redwood City,San Mateo County,37.454034,-122.24410900000001,
Jefferson Union High,Adult Education Division,699 Serramonte Boulevard Suite 111 Daly City CA 94015-3219,,,False,tested,Daly City,San Mateo County,37.668040000000005,-122.478545,
Private,All Souls Catholic Elementary,479 Miller Avenue South San Francisco CA 94080,,,False,tested,,San Mateo County,37.657233000000005,-122.41508300000001,
San Bruno Park Elementary,Allen (Decima M.) Elementary,875 West Angus Avenue San Bruno CA 94066-3489,,,,not tested,San Bruno,San Mateo County,37.624806,-122.41601200000001,
San Bruno Park Elementary,Allen Elementary School,"875 Angus Ave W, San Bruno, CA 94066",,,,exempt,San Bruno,San Mateo County,37.624767999999996,-122.416385,
South San Francisco Unified,Alta Loma Middle,116 Romney Avenue South San Francisco CA 94080-2141,,,,not tested,,San Mateo County,37.660483,-122.450841,
Menlo Park City Elementary,Alto International School,475 Pope St. Menlo Park CA 94025,,,,not tested,,San Mateo County,37.461371,-122.15711,
Cabrillo Unified,Alvin S. Hatch Elementary,490 Miramontes Avenue Half Moon Bay CA 94019-1824,,,,not tested,Half Moon Bay,San Mateo County,37.463276,-122.436628,
San Mateo Union High,Aragon High,900 Alameda de Las Pulgas San Mateo CA 94402-3357,,,False,tested,San Mateo,San Mateo County,37.550384,-122.32996899999999,
San Carlos Elementary,Arroyo School,1710 Arroyo Avenue San Carlos CA 94070,,,False,tested,San Carlos,San Mateo County,37.498999,-122.260503,
San Carlos Elementary,Arundel Elementary,200 Arundel Road San Carlos CA 94070-1945,,,False,tested,San Carlos,San Mateo County,37.503987,-122.27366699999999,
