district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Dos Palos Oro Loma Joint Unified,Bryant Middle,16695 North Bryant Road Dos Palos CA 93620-9405,,,False,tested,,,,,
El Dorado Union High,EDUHSD Virtual Academy at Shenandoah,6540 Koki Lane El Dorado CA 95623-4328,,,False,tested,,,,,
Fort Sage Unified,Fort Sage Middle,200 DS Hall Herlong CA 96113,,,,not tested,,,,,
Sonora Elementary,Gold Ridge Education Center,12784 Justice Center Dr Sonora CA 95370,,,,not tested,,,,,
Folsom-Cordova Unified,Mather Heights Elementary,4370 Mather School Road Mather CA 95655-2902,7.05,ppb,True,tested,,,,,8.0
Calaveras County Office of Education,Mountain Oaks,150 Old Oak Road B San Andreas CA 95249,,,,not tested,,,,,
San Bernardino City Unified,Newmark Elementary,4121 North Third Avenue San Bernardino CA 92407-3428,7.05,ppb,True,tested,,,,,7.5
Private,Opportunity for Learning,27616 Newhall Ranch Rd Suite #A15 Valencia CA 91355,,,False,tested,,,,,
Fort Sage Unified,Sierra Primary,100 DS Hall Street Herlong CA 96113,,,,not tested,,,,,
Sweetwater Union High,Sweetwater Community Day,505 1/2 Elm Avenue Imperial Beach CA 91932-2027,,,False,tested,,,,,
Ventura County Office of Education,Vista Real Charter High,401 South A Street Suite 3 Oxnard CA 93030-5278,,,,not tested,,,,,
