district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Big Pine Unified,Big Pine Elementary,500 South Main St Big Pine CA 93513-0908,,,False,tested,Bishop,Inyo County,37.161695,-118.288983,
Big Pine Unified,Big Pine High,500 South Main Street Big Pine CA 93513-0908,,,False,tested,Bishop,Inyo County,37.161695,-118.288983,
Bishop Unified,Bishop Union Elementary Community Day II,800 West Elm Street Bishop CA 93514-2524,11.0,ppb,True,tested,Bishop,Inyo County,37.365359999999995,-118.40481100000001,11.0
Bishop Unified,Bishop Union High,301 North Fowler Street Bishop CA 93514-2609,7.5,ppb,True,tested,Bishop,Inyo County,37.363516,-118.39806899999999,9.8
Bishop Unified,Home Street Middle,201 Home Street Bishop CA 93514-2521,6.6,ppb,True,tested,Bishop,Inyo County,37.362263,-118.402446,6.6
Inyo County Office of Education,Jill Kinmont Boothe,166 Grandview Ln. Bishop CA 93514-2984,,,False,tested,Bishop,Inyo County,37.360197,-118.434334,
Lone Pine Unified,Lo-Inyo Elementary,223 East Locust Street Lone Pine CA 93545,,,,not tested,,Inyo County,36.60843,-118.061117,
Lone Pine Unified,Lone Pine Adult,301 South Hay Street Lone Pine CA 93545-0159,,,,not tested,,Inyo County,36.604377,-118.060056,
Lone Pine Unified,Lone Pine High,538 South Main Street Lone Pine CA 93545,,,,not tested,,Inyo County,36.581641999999995,-118.057573,
Owens Valley Unified,Owens Valley Elementary,202 South Clay Street Independence CA 93526,,,,not tested,,Inyo County,36.802378000000004,-118.196776,
Owens Valley Unified,Owens Valley High,202 South Clay St Independence CA 93526,,,,not tested,,Inyo County,36.802378000000004,-118.196776,
Lone Pine Unified,Sierra Alternative Learning Academy,301 South Hay St Lone Pine CA 93545,,,,not tested,,Inyo County,36.604377,-118.060056,
