district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Alameda County Office of Education,Alameda County Community,313 West Winton Avenue Hayward CA 94544-1136,,,,not tested,Hayward,Alameda County,37.658204,-122.097209,
Alameda County Office of Education,Alameda County Juvenile Hall/Court,2500 Fairmont Avenue San Leandro CA 94578-1005,,,,not tested,San Leandro,Alameda County,37.716042,-122.11835900000001,
Alameda County Office of Education,Burke Academy,612 West A Street Hayward CA 94541,,,False,tested,Hayward,Alameda County,37.666072,-122.11116799999999,
Alameda County Office of Education,Community School for Creative Education,2111 International Boulevard Oakland CA 94606-4903,,,False,tested,Oakland,Alameda County,37.785015,-122.23876100000001,
Alameda County Office of Education,Cox Academy,9860 Sunnyside St Oakland CA 94603-2750,,,False,tested,Oakland,Alameda County,37.746479,-122.16176200000001,
Alameda County Office of Education,Envision Academy for Arts & Technology,1515 Webster Street Oakland CA 94612-3355,,,False,tested,Oakland,Alameda County,37.804557,-122.268201,
Alameda County Office of Education,Lazear Charter Academy,824 29th Avenue Oakland CA 94601-2205,,,False,tested,Oakland,Alameda County,37.775462,-122.232648,
Alameda County Office of Education,Oakland Unity Middle,6038 Brann Street Oakland CA 94605-1544,,,False,tested,Oakland,Alameda County,37.773270000000004,-122.184973,
Alameda County Office of Education,Urban Montessori Charter,5328 Brann Street Oakland CA 94619-3312,,,False,tested,Oakland,Alameda County,37.778512,-122.190238,
Alameda County Office of Education,Yu Ming Charter,1086 Alcatraz Avenue Oakland CA 94608-1265,,,False,tested,Oakland,Alameda County,37.846934000000005,-122.285071,
Alameda County Office of Education,Yu Ming Charter MLK Campus,675 41st St Oakland CA 94609,,,False,tested,,Alameda County,37.830487,-122.268096,
