district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Temecula Valley Unified,Abby Reinke Elementary,43799 Sunny Meadows Drive Temecula CA 92592-4337,,,False,tested,Temecula,Riverside County,33.491678,-117.08623200000001,
Temecula Valley Unified,Alamos Elementary,38200 Pacific Park Drive Murrieta CA 92563-3242,,,False,tested,,Riverside County,33.564440999999995,-117.111116,
Temecula Valley Unified,Bella Vista Middle,31650 Browning Street Murrieta CA 92563-3243,,,False,tested,,Riverside County,33.562079,-117.107258,
Temecula Valley Unified,Chaparral High,27215 Nicolas Road Temecula CA 92591-7348,,,False,tested,Temecula,Riverside County,33.538404,-117.141217,
Temecula Valley Unified,Crowne Hill Elementary,33535 Old Kent Road Temecula CA 92592-7129,,,False,tested,Temecula,Riverside County,33.497768,-117.076851,
Temecula Valley Unified,Erle Stanley Gardner Middle,45125 Via Del Coronado Temecula CA 92592-4400,,,False,tested,Temecula,Riverside County,33.470106,-117.109012,
Temecula Valley Unified,French Valley Elementary,36680 Cady Road Winchester CA 92596-9041,,,False,tested,Winchester,Riverside County,33.588640000000005,-117.095221,
Temecula Valley Unified,Great Oak High,32555 Deer Hollow Way Temecula CA 92592-1283,,,False,tested,Temecula,Riverside County,33.450213,-117.096097,
Temecula Valley Unified,Helen Hunt Jackson Elementary,32400 Camino San Dimas Temecula CA 92592-1259,,,False,tested,Temecula,Riverside County,33.458703,-117.09240700000001,
Temecula Valley Unified,James L. Day Middle,40775 Camino Campos Verdes Temecula CA 92591-1849,,,False,tested,Temecula,Riverside County,33.527372,-117.14513400000001,
Temecula Valley Unified,Margarita Middle,30600 Margarita Road Temecula CA 92591-1528,,,False,tested,Temecula,Riverside County,33.514312,-117.135148,
Temecula Valley Unified,Nicolas Valley Elementary,39600 North General Kearney Road Temecula CA 92591-7302,,,False,tested,Murrieta,Riverside County,33.546389000000005,-117.12539,
Temecula Valley Unified,Paloma Elementary,42940 Via Rami Temecula CA 92592-3648,,,False,tested,Temecula,Riverside County,33.501102,-117.10667600000001,
Temecula Valley Unified,Pauba Valley Elementary,33125 Regina Drive Temecula CA 92592-1473,,,False,tested,Temecula,Riverside County,33.472561,-117.08466000000001,
Temecula Valley Unified,Rancho Elementary,31530 La Serena Way Temecula CA 92591-5080,,,False,tested,Temecula,Riverside County,33.518479,-117.121875,
Temecula Valley Unified,Rancho Vista High,32225 Pio Pico Road Temecula CA 92592-6200,,,False,tested,Temecula,Riverside County,33.490649,-117.10368799999999,
Temecula Valley Unified,Red Hawk Elementary,32045 Camino San Jose Temecula CA 92592-1025,,,False,tested,Temecula,Riverside County,33.469332,-117.09918400000001,
Temecula Valley Unified,Susan H. Nelson,32225 Pio Pico Rd Temecula CA 92592-2772,,,False,tested,Temecula,Riverside County,33.490649,-117.10368799999999,
Temecula Valley Unified,Susan La Vorgna Elementary,31777 Algarve Avenue Winchester CA 92596-8788,,,False,tested,Winchester,Riverside County,33.604185,-117.104506,
Temecula Valley Unified,Temecula Elementary,41951 Moraga Road Temecula CA 92591-4789,,,False,tested,Temecula,Riverside County,33.510021,-117.14087099999999,
Temecula Valley Unified,Temecula Luiseno Elementary,45754 Wolf Creek Drive North Temecula CA 92592-2895,,,False,tested,Temecula,Riverside County,33.46402,-117.107524,
Temecula Valley Unified,Temecula Middle,42075 Meadows Parkway Temecula CA 92592-3800,,,False,tested,Temecula,Riverside County,33.506147999999996,-117.096197,
Temecula Valley Unified,Temecula Preparatory,35777 Abelia Street Winchester CA 92596-8450,,,False,tested,Winchester,Riverside County,33.604295,-117.08567099999999,
Temecula Valley Unified,Temecula Valley Adult,43000 Margarita Road Temecula CA 92591,,,,not tested,Temecula,Riverside County,33.514312,-117.135148,
Temecula Valley Unified,Temecula Valley Charter,35755 Abelia St. Winchester CA 92596-8450,,,False,tested,Winchester,Riverside County,33.604141999999996,-117.085324,
Temecula Valley Unified,Temecula Valley High,31555 Rancho Vista Road Temecula CA 92592-3516,5.9,ppb,True,tested,Temecula,Riverside County,33.504992,-117.11020400000001,5.9
Temecula Valley Unified,Tony Tobin Elementary,45200 Morgan Hill Drive Temecula CA 92592-5557,,,False,tested,Temecula,Riverside County,33.470034000000005,-117.06856200000001,
Temecula Valley Unified,Vail Elementary,29835 Mira Loma Drive Temecula CA 92592-2228,,,False,tested,Temecula,Riverside County,33.503234,-117.135826,
Temecula Valley Unified,Vail Ranch Middle,33340 Camino Piedra Rojo Temecula CA 92592-1184,,,False,tested,Temecula,Riverside County,33.480940000000004,-117.077421,
Temecula Valley Unified,Vintage Hills Elementary,42240 Camino Romo Temecula CA 92592-3537,,,False,tested,Temecula,Riverside County,33.509119,-117.099415,
Temecula Valley Unified,Ysabel Barnett Elementary,39925 Harveston Drive Temecula CA 92591-4586,,,False,tested,Temecula,Riverside County,33.539473,-117.15298899999999,
