district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Beaumont Unified,21st Century Learning Institute,939 Michigan Avenue Beaumont CA 92223,NA,NA,NA,not tested,Beaumont,Riverside County,33.934655,-116.968962
Beaumont Unified,Anna Hause Elementary,1015 Carnation Lane Beaumont CA 92223-7827,NA,NA,FALSE,tested,Beaumont,Riverside County,33.934947,-116.959714
Beaumont Unified,Beaumont Adult,1575 Cherry Avenue Beaumont CA 92223,NA,NA,FALSE,tested,Beaumont,Riverside County,33.937105,-116.964393
Beaumont Unified,Beaumont Senior High,39139 Cherry Valley Blvd Beaumont CA 92223-4484,NA,NA,FALSE,tested,Calimesa,Riverside County,33.96167,-117.036723
Beaumont Unified,Beaumont USD Preschool,715 Wellwood Avenue Beaumont CA 92223-2122,NA,NA,FALSE,tested,Beaumont,Riverside County,33.931716,-116.98287
Beaumont Unified,Brookside Elementary,38755 Brookside Avenue Beaumont CA 92223-4244,NA,NA,FALSE,tested,Calimesa,Riverside County,33.961375,-116.985504
Beaumont Unified,Glen View High,905 Michigan Avenue Beaumont CA 92223,NA,NA,FALSE,tested,Beaumont,Riverside County,33.934202,-116.968964
Beaumont Unified,Highland Academy,715 Wellwood Avenue Beaumont CA 92223-7442,NA,NA,NA,not tested,Beaumont,Riverside County,33.931716,-116.98287
Beaumont Unified,Mountain View Middle,200 Cougar Way Beaumont CA 92223-8634,NA,NA,FALSE,tested,Beaumont,Riverside County,33.954914,-116.980551
Beaumont Unified,Palm Elementary,751 Palm Avenue Beaumont CA 92223-0187,NA,NA,FALSE,tested,Beaumont,Riverside County,33.931732,-116.971722
Beaumont Unified,San Gorgonio Middle,1591 Cherry Ave Beaumont CA 92223-5121,NA,NA,FALSE,tested,Beaumont,Riverside County,33.937105,-116.964393
Beaumont Unified,Sundance Elementary,1520 East Eighth Street Beaumont CA 92223-2416,NA,NA,FALSE,tested,Beaumont,Riverside County,33.933469,-116.954126
Beaumont Unified,Three Rings Ranch Elementary,1040 Claiborne Avenue Beaumont CA 92223-7200,NA,NA,FALSE,tested,Beaumont,Riverside County,33.93689,-116.994811
Beaumont Unified,Tournament Hills Elementary,36611 Champions Drive Beaumont CA 92223-9712,NA,NA,FALSE,tested,Calimesa,Riverside County,33.954064,-117.026232
