district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Willits Unified,Baechtel Grove Middle,1150 Magnolia Street Willits CA 95490-4209,,,False,tested,Willits,Mendocino County,39.400369,-123.353048,
Willits Unified,Blosser Lane Elementary,1275 Blosser Lane Willits CA 95490-4163,6.3,ppb,True,tested,Willits,Mendocino County,39.399339000000005,-123.359573,10.0
Willits Unified,Brookside Elementary,Spruce and Lincoln Way Willits CA 95490,5.1,ppb,True,tested,Willits,Mendocino County,39.411958,-123.36198700000001,5.1
Willits Unified,La Vida Charter,16201 North Highway 101 Willits CA 95490-8724,,,False,tested,Willits,Mendocino County,39.337569,-123.305765,
Willits Unified,Sanhedrin High,120 North Main St Willits CA 95490-3109,7.0,ppb,True,tested,Willits,Mendocino County,39.415051,-123.35473700000001,7.0
Willits Unified,Willits Charter,1431 South Main Street Willits CA 95490-4309,,,False,tested,Willits,Mendocino County,39.393725,-123.34823200000001,
Willits Unified,Willits Elementary Charter,405 East Commercial Street Willits CA 95490-3007,6.1,ppb,True,tested,Willits,Mendocino County,39.412431,-123.350078,6.1
Willits Unified,Willits High,299 North Main Street Willits CA 95490-3110,,,False,tested,Willits,Mendocino County,39.417139,-123.354665,
