district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
National Elementary,Beacon Classical Academy National City,2400 Euclid Avenue National City CA 91950-7715,,,,not tested,National City,San Diego County,32.668357,-117.076856,
National Elementary,Central Elementary,933 E Avenue National City CA 91950-3416,8.3,ppb,True,tested,National City,San Diego County,32.676117,-117.10123,10.0
National Elementary,El Toyon Elementary,2000 East Division Street National City CA 91950-1823,6.0,ppb,True,tested,Weed,Siskiyou County,41.425149,-122.383445,6.0
National Elementary,Integrity Charter,701 National City Boulevard National City CA 91950-1123,,,False,tested,National City,San Diego County,32.676347,-117.106743,
National Elementary,Ira Harbison,3235 East Eighth Street National City CA 91950-3116,7.0,ppb,True,tested,National City,San Diego County,32.685779,-117.07317900000001,10.0
National Elementary,John A. Otis Elementary,621 East 18th Street National City CA 91950-4630,,,False,tested,National City,San Diego County,32.668921999999995,-117.097397,
National Elementary,Kimball,302 West 18th Street National City CA 91950-5526,8.0,ppb,True,tested,National City,San Diego County,32.666477,-117.10613300000001,8.0
National Elementary,Las Palmas,1900 East 18th Street National City CA 91950-5013,,,False,tested,National City,San Diego County,32.668921999999995,-117.097397,
National Elementary,Lincoln Acres,2200 Lanoitan Avenue National City CA 91950-6298,,,False,tested,National City,San Diego County,32.670167,-117.076098,
National Elementary,National School District Preschool,2401 East 24th Street National City CA 91950-6162,,,False,tested,National City,San Diego County,32.670265,-117.07596799999999,
National Elementary,Olivewood,2505 F Avenue National City CA 91950-7017,,,False,tested,National City,San Diego County,32.662919,-117.09494099999999,
National Elementary,Palmer Way,2900 Palmer Street National City CA 91950-5251,,,False,tested,National City,San Diego County,32.679545000000005,-117.075294,
National Elementary,Rancho de la Nacion,1830 East Division Street National City CA 91950-1850,,,False,tested,Weed,Siskiyou County,41.425149,-122.383445,
