district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Fontana Unified,Alder Middle,7555 Alder Avenue Fontana CA 92336-2303,,,False,tested,Fontana,San Bernardino County,34.117668,-117.418333,
Fontana Unified,Almeria Middle,7723 Almeria Avenue Fontana CA 92336-8702,,,False,tested,Fontana,San Bernardino County,34.113648,-117.460173,
Fontana Unified,Almond Elementary,8172 Almond Avenue Fontana CA 92335-3020,,,False,tested,Fontana,San Bernardino County,34.105047,-117.49323799999999,
Fontana Unified,Beech Avenue Elementary,9206 Beech Avenue Fontana CA 92335-4309,,,False,tested,Fontana,San Bernardino County,34.086786,-117.47126200000001,
Fontana Unified,Birch High (Continuation),7930 Locust Avenue Fontana CA 92336-2871,8.5,ppb,True,tested,Rialto,San Bernardino County,34.109913,-117.409802,8.5
Fontana Unified,Canyon Crest Elementary,11851 Cherry Avenue Fontana CA 92337-2792,,,False,tested,Fontana,San Bernardino County,34.051203,-117.488924,
Fontana Unified,Chaparral Elementary,14000 Shadow Drive Fontana CA 92337-0640,,,False,tested,Fontana,San Bernardino County,34.044106,-117.498267,
Fontana Unified,Citrus Elementary,16041 Randall Avenue Fontana CA 92335-2033,,,False,tested,Fontana,San Bernardino County,34.084706,-117.45493799999998,
Fontana Unified,Citrus High (Continuation),10760 Cypress Fontana CA 92337-7422,,,,not tested,Fontana,San Bernardino County,34.058802,-117.445006,
Fontana Unified,Cypress Elementary,9751 Cypress Avenue Fontana CA 92335-6500,,,False,tested,Fontana,San Bernardino County,34.076442,-117.44428700000002,
Fontana Unified,Date Elementary,9011 Oleander Avenue Fontana CA 92335-4532,,,False,tested,Fontana,San Bernardino County,34.09012,-117.44870800000001,
Fontana Unified,Dolores Huerta International Academy,17777 Merrill Avenue Fontana CA 92335-8110,,,,not tested,Fontana,San Bernardino County,34.092094,-117.416605,
Fontana Unified,Dorothy Grant Elementary,7069 Isabel Lane Fontana CA 92336-5060,,,False,tested,Fontana,San Bernardino County,34.126003000000004,-117.463315,
Fontana Unified,Fontana A. B. Miller High,6821 Oleander Avenue Fontana CA 92336-1400,,,False,tested,Fontana,San Bernardino County,34.130277,-117.44886499999998,
Fontana Unified,Fontana Adult,10755 Oleander Avenue Fontana CA 92337,8.85,ppb,True,tested,Fontana,San Bernardino County,34.058431,-117.448571,11.0
Fontana Unified,Fontana High,9453 Citrus Avenue Fontana CA 92335-5510,,,False,tested,Fontana,San Bernardino County,34.082456,-117.45360500000001,
Fontana Unified,Fontana Middle,8425 Mango Avenue Fontana CA 92335-3909,,,False,tested,Fontana,San Bernardino County,34.100521,-117.431329,
Fontana Unified,Harry S. Truman Middle,16224 Mallory Drive Fontana CA 92335-7844,,,False,tested,Fontana,San Bernardino County,34.074909000000005,-117.450042,
Fontana Unified,Hemlock Elementary,15080 Miller Avenue Fontana CA 92336-2395,,,False,tested,Fontana,San Bernardino County,34.114145,-117.460228,
