district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Saddleback Valley Unified,Cielo Vista Elementary,21811 Avenida De Los Fundadores Rancho Santa Margarita CA 92688-5444,,,False,tested,Rancho Santa Margarita,Orange County,33.646536,-117.58588999999999,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cordillera Elem,"25952 Cordillera Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6101,-117.677676,
Saddleback Valley Unified,Cordillera Elementary,25952 Cordillera Drive Mission Viejo CA 92691-4099,,,,not tested,Mission Viejo,Orange County,33.6101,-117.677676,
Saddleback Valley Unified,De Portola Elem.,"27031 Preciados Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.601471000000004,-117.659954,
Saddleback Valley Unified,De Portola Elementary,27031 Preciados Drive Mission Viejo CA 92691-5214,,,,not tested,Mission Viejo,Orange County,33.601471000000004,-117.659954,
Saddleback Valley Unified,Del Cerro Elementary,24382 Regina Street Mission Viejo CA 92691-4735,,,False,tested,Mission Viejo,Orange County,33.607649,-117.68104699999999,
Saddleback Valley Unified,Del Lago Elementary,27181 Entidad Street Mission Viejo CA 92691-1029,,,False,tested,Mission Viejo,Orange County,33.648302,-117.655106,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,El Toro High,25255 Toledo Way Lake Forest CA 92630-4203,,,,not tested,Lake Forest,Orange County,33.636973,-117.687752,
Saddleback Valley Unified,Esperanza,25121 Pradera Drive Mission Viejo CA 92691-5310,,,,not tested,Mission Viejo,Orange County,33.597054,-117.667657,
Saddleback Valley Unified,Esperanza Sp. Educ.,"25121 Pradera Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.597054,-117.667657,
Saddleback Valley Unified,Foothill Ranch Elementary,1 Torino Drive Foothill Ranch CA 92691-3142,,,,not tested,Lake Forest,Orange County,33.682052,-117.661726,
Saddleback Valley Unified,Glen Yermo Elementary,26400 Trabuco Road Mission Viejo CA 92691-1999,,,,not tested,Mission Viejo,Orange County,33.613253,-117.65685500000001,
Saddleback Valley Unified,Glen Yermo.,"26400 Trabuco Rd, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.613253,-117.65685500000001,
Saddleback Valley Unified,La Madera Elementary,25350 Serrano Road Lake Forest CA 92630-3599,,,,not tested,Lake Forest,Orange County,33.639925,-117.689089,
Saddleback Valley Unified,La Paz Inter.,"25151 Pradera Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.597618,-117.66649699999999,
Saddleback Valley Unified,La Paz Intermediate,25151 Pradera Drive Mission Viejo CA 92691-5310,,,,not tested,Mission Viejo,Orange County,33.597618,-117.66649699999999,
Saddleback Valley Unified,La Tierra Early Childhood Center,24150 Lindley Street Mission Viejo CA 92691-3719,,,False,tested,Mission Viejo,Orange County,33.610772,-117.691402,
