district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Azusa Unified,Azusa High,240 North Cerritos Avenue Azusa CA 91702-3733,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.124261,-117.897836
Azusa Unified,Center Middle,5500 North Cerritos Avenue Azusa CA 91702-5731,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.113003,-117.898815
Azusa Unified,Charles H. Lee Elementary,550 North Cerritos Avenue Azusa CA 91702-3013,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.130977,-117.900134
Azusa Unified,Clifford D. Murray Elementary,505 East Renwick Road Azusa CA 91702-5664,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.110965,-117.902118
Azusa Unified,Foothill Middle,151 North Fenimore Avenue Azusa CA 91702-3921,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.123353,-117.893343
Azusa Unified,Gladstone Street Elementary,1040 East Gladstone Street Azusa CA 91702-4837,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.114302,-117.886457
Azusa Unified,Henry Dalton Elementary,500 East 10th Street Azusa CA 91702-2417,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.138918,-117.902234
Azusa Unified,Longfellow,245 West 10th Street Azusa CA 91702-2310,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.13912,-117.909242
Azusa Unified,Magnolia Elementary,945 East Nearfield Azusa CA 91702-4752,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.117045,-117.888259
Azusa Unified,Mountain View Elementary,201 North Vernon Avenue Azusa CA 91702-4335,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.125835,-117.916213
Azusa Unified,Paramount Elementary,409 West Paramount Street Azusa CA 91702-4423,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.118102,-117.912043
Azusa Unified,Slauson Intermediate,340 West Fifth Street Azusa CA 91702-2912,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.129623,-117.910932
Azusa Unified,Valleydale Elementary,700 South Lark Ellen Azusa CA 91702-5499,7.4,ppb,TRUE,tested,Azusa,Los Angeles County,34.108393,-117.916439
Azusa Unified,Victor F. Hodge Elementary,700 West 11th Street Azusa CA 91702-1909,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.140799,-117.915105
Azusa Unified,W. R. Powell Elementary,1035 East Mauna Loa Azusa CA 91702-4025,NA,NA,FALSE,tested,Azusa,Los Angeles County,34.125382,-117.886222
