district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Alta Loma Elementary,Alta Loma Elementary,7085 Amethyst Street Alta Loma CA 91701-5007,,,False,tested,Rancho Cucamonga,San Bernardino County,34.118705,-117.59793,
Chaffey Joint Union High,Alta Loma High,8880 Baseline Road Alta Loma CA 91701-5504,,,,not tested,Rancho Cucamonga,San Bernardino County,34.121641,-117.613836,
Chaffey Joint Union High,Alta Loma High School,"8880 Base Line Rd., Rancho Cucamonga, CA 91701",,,,exempt,Rancho Cucamonga,San Bernardino County,34.124044,-117.61185800000001,
Alta Loma Elementary,Alta Loma Junior High,9000 Lemon Avenue Alta Loma CA 91701-3357,,,False,tested,Rancho Cucamonga,San Bernardino County,34.140972,-117.609596,
Alta Loma Elementary,Banyan Elementary,10900 Mirador Drive Alta Loma CA 91737-6993,,,False,tested,Rancho Cucamonga,San Bernardino County,34.142013,-117.56798,
Central Elementary,Bear Gulch Elementary,8355 Bear Gulch Place Rancho Cucamonga CA 91730-3469,,,,not tested,Rancho Cucamonga,San Bernardino County,34.10119,-117.60771899999999,
Central Elementary,Bear Gulch Elementary,"8355 Bear Gulch Place, Rancho Cucamonga CA 91730",,,,exempt,Rancho Cucamonga,San Bernardino County,34.10119,-117.60771899999999,
Etiwanda Elementary,Carleton P. Lightfoot Elementary,6989 Kenyon Way Alta Loma CA 91701-8605,,,False,tested,Rancho Cucamonga,San Bernardino County,34.1275,-117.550423,
Alta Loma Elementary,Carnelian Elementary,7105 Carnelian Street Alta Loma CA 91701-0370,9.8,ppb,True,tested,Rancho Cucamonga,San Bernardino County,34.12502,-117.61481100000002,11.0
Etiwanda Elementary,Caryn Elementary,6290 Sierra Crest View Loop Alta Loma CA 91737-7960,,,False,tested,Rancho Cucamonga,San Bernardino County,34.141107,-117.551064,
Central Elementary,Central Elementary,7955 Archibald Avenue Rancho Cucamonga CA 91730-2805,,,,not tested,Rancho Cucamonga,San Bernardino County,34.109406,-117.592302,
Central Elementary,Central Elementary,"7955 Archibald Ave  Rancho Cucamonga, CA 91730",,,,exempt,Rancho Cucamonga,San Bernardino County,34.109406,-117.592302,
