district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Fairfield-Suisun Unified,Crescent Elementary,1001 Anderson Drive Suisun CA 94585,,,False,tested,Suisun City,Solano County,38.24156,-122.014977,
Fairfield-Suisun Unified,Crystal Middle,400 Whispering Bay Lane Suisun City CA 94585-2862,,,False,tested,Suisun City,Solano County,38.240072999999995,-122.032826,
Fairfield-Suisun Unified,Dan O. Root Elementary,820 Harrier Drive Suisun City CA 94585-3064,8.7,ppb,True,tested,Suisun City,Solano County,38.250184000000004,-121.996099,12.0
Fairfield-Suisun Unified,Suisun Elementary,725 Golden Eye Way Suisun City CA 94585-2029,10.0,ppb,True,tested,Suisun City,Solano County,38.248588,-122.01140600000001,10.0
