district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Private,Arcata Christian,1700 Union Street Arcata CA 95521,,,False,tested,Arcata,Humboldt County,40.874009,-124.075295,
Arcata Elementary,Arcata Elementary,2400 Baldwin Street Arcata CA 95521-5168,,,False,tested,Arcata,Humboldt County,40.882387,-124.08633200000001,
Northern Humboldt Union High,Arcata High,1720 M Street Arcata CA 95521-5741,,,False,tested,Arcata,Humboldt County,40.875587,-124.089782,
Arcata Elementary,Coastal Grove Charter,1897 S Street Arcata CA 95521-5474,,,False,tested,Arcata,Humboldt County,40.876965999999996,-124.09863,
Arcata Elementary,Fuente Nueva Charter,1730 Janes Road Arcata CA 95521-9623,,,False,tested,Arcata,Humboldt County,40.880507,-124.100576,
Northern Humboldt Union High,Laurel Tree Charter,4555 Valley West Boulevard Arcata CA 95521-4683,,,False,tested,Arcata,Humboldt County,40.898709999999994,-124.081544,
Humboldt County Office of Education,Northcoast Performing Arts and Preparatory Academy Middle,285 Bayside Road Arcata CA 95521,,,False,tested,Arcata,Humboldt County,40.856032,-124.071069,
Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,1761 11th Street Arcata CA 95521-5403,,,False,tested,Arcata,Humboldt County,40.872745,-124.096423,
Humboldt County Office of Education,Northern United Charter School Arcata Learning Center,1539 F Street Arcata CA 95521,,,False,tested,Arcata,Humboldt County,40.873682,-124.08291000000001,
Northern Humboldt Union High,Pacific Coast High (Continuation),1720 M Street B Arcata CA 95521-5741,,,False,tested,Arcata,Humboldt County,40.875587,-124.089782,
Pacific Union Elementary,Pacific Union Elementary,3001 Janes Road Arcata CA 95521-4701,,,False,tested,Arcata,Humboldt County,40.894707000000004,-124.092478,
Arcata Elementary,Redwood Coast Montessori,1611 Peninsula Drive Arcata CA 95521-9658,,,False,tested,Arcata,Humboldt County,40.845518,-124.16933600000002,
Northern Humboldt Union High,Six Rivers Charter High,1720 M St. Arcata CA 95521-5741,,,False,tested,Arcata,Humboldt County,40.875587,-124.089782,
Private,Six Rivers Montessori,1222 Hallen Drive Arcata CA 95521,5.9,ppb,True,tested,Arcata,Humboldt County,40.900746000000005,-124.07982,5.9
Arcata Elementary,Sunny Brae Middle,1430 Buttermilk Lane Arcata CA 95521-6910,,,False,tested,Arcata,Humboldt County,40.857432,-124.066797,
Pacific Union Elementary,Trillium Charter,1464 Spear Avenue Arcata CA 95521-4882,,,False,tested,Arcata,Humboldt County,40.890111,-124.086858,
Arcata Elementary,Union Street Charter,470 Union Street Arcata CA 95521-6429,5.4,ppb,True,tested,Arcata,Humboldt County,40.862904,-124.07694199999999,5.4
