district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
La Habra City Elementary,Arbolita Elementary,1001 East Brookdale Avenue La Habra CA 90631-3114,,,False,tested,La Habra,Orange County,33.943740000000005,-117.936416,
East Whittier City Elementary,East Whittier Middle,14421 East Whittier Boulevard Whittier CA 90605-2188,,,False,tested,La Habra,Orange County,33.939116999999996,-117.94471499999999,
La Habra City Elementary,El Cerrito Elementary,1051 North Hillside La Habra CA 90631-2820,,,False,tested,La Habra,Orange County,33.941839,-117.94890900000001,
Lowell Joint,El Portal Elementary,200 North Nada Street La Habra CA 90631-4451,,,False,tested,La Habra,Orange County,33.933824,-117.96601799999999,
La Habra City Elementary,Imperial Middle,1450 South Schoolwood Drive La Habra CA 90631-7276,5.4,ppb,True,tested,La Habra,Orange County,33.914458,-117.953396,5.4
Fullerton Joint Union High,La Habra High,801 West Highlander Avenue La Habra CA 90631-3720,,,False,tested,La Habra,Orange County,33.937265000000004,-117.95703999999999,
La Habra City Elementary,Ladera Palma Elementary,2151 East Brookdale Avenue La Habra CA 90631-3267,,,False,tested,La Habra,Orange County,33.944012,-117.92223200000001,
La Habra City Elementary,Las Lomas Elementary,301 Las Lomas Drive La Habra CA 90631-7171,,,False,tested,La Habra,Orange County,33.921285,-117.947375,
La Habra City Elementary,Las Positas Elementary,1400 South Schoolwood Drive La Habra CA 90631-7276,,,False,tested,La Habra,Orange County,33.914516,-117.955288,
Lowell Joint,Macy Elementary,2301 West Russell Street La Habra CA 90631-2473,,,False,tested,La Habra,Orange County,33.944796000000004,-117.97188600000001,
Lowell Joint,Olita Elementary,950 South Briercliff Drive La Habra CA 90631-6223,8.3,ppb,True,tested,La Habra,Orange County,33.920367999999996,-117.973665,8.3
Lowell Joint,Rancho-Starbuck Intermediate,16430 Woodbrier Drive Whittier CA 90604-4021,,,False,tested,La Habra,Los Angeles County,33.920043,-117.978632,
La Habra City Elementary,Sierra Vista Elementary,1800 East Whittier Boulevard La Habra CA 90631-4171,,,False,tested,La Habra,Orange County,33.938544,-117.92790500000001,
Fullerton Joint Union High,Sonora High,401 South Palm Street La Habra CA 90631-5735,,,False,tested,La Habra,Orange County,33.928104,-117.926594,
La Habra City Elementary,Walnut Elementary,625 North Walnut Street La Habra CA 90631-3711,,,False,tested,La Habra,Orange County,33.938128000000006,-117.95166299999998,
La Habra City Elementary,Washington Middle,716 East La Habra Boulevard La Habra CA 90631-5530,8.1,ppb,True,tested,La Habra,Orange County,33.930403000000005,-117.938406,12.0
