district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Ravenswood City Elementary,Aspire East Palo Alto Charter,1286 Runnymede Street East Palo Alto CA 94303-1332,5.2,ppb,True,tested,East Palo Alto,San Mateo County,37.468619,-122.12809299999999,5.2
Ravenswood City Elementary,Aspire East Palo Alto Phoenix Academy,1039 Garden St. East Palo Alto CA 94303,,,False,tested,East Palo Alto,San Mateo County,37.467025,-122.131837,
Ravenswood City Elementary,Brentwood Academy,2086 Clarke Street East Palo Alto CA 94303-1916,,,,not tested,East Palo Alto,San Mateo County,37.462225,-122.133905,
Ravenswood City School,Brentwood Academy,"2086 Clarke Ave, East Palo Alto, CA 94303",,,,exempt,East Palo Alto,San Mateo County,37.462196999999996,-122.13457,
Ravenswood City Elementary,Costano Elementary,2695 Fordham Street East Palo Alto CA 94303-1207,,,,not tested,East Palo Alto,San Mateo County,37.478019,-122.139117,
Ravenswood City School,Costanzo School/49ers Academy,"2695 Fordham St, East Palo Alto, CA 94303",,,,exempt,East Palo Alto,San Mateo County,37.478019,-122.139117,
Sequoia Union High,East Palo Alto Academy,1050 Myrtle Street East Palo Alto CA 94303,,,False,tested,East Palo Alto,San Mateo County,37.463249,-122.131905,
Private,Eastside College Preparatory School,1041 Myrtle Street East Palo Alto CA 94303,,,False,tested,East Palo Alto,San Mateo County,37.463584000000004,-122.132157,
Ravenswood City School,Los Robles Academy,"2033 Pulgas Ave, East Palo Alto, CA 94303",,,,exempt,East Palo Alto,San Mateo County,37.462073,-122.13021499999999,
Ravenswood City Elementary,Los Robles Magnet Academy,2450 Ralmar St. C East Palo Alto CA 94303-1040,,,,not tested,East Palo Alto,San Mateo County,37.472653,-122.145669,
Ravenswood City School,McNair Academy,"2033 Pulgas Ave, East Palo Alto, CA 94303",,,,exempt,East Palo Alto,San Mateo County,37.462073,-122.13021499999999,
Ravenswood City Elementary,Ravenswood Child Development Center,951 O'Connor Street East Palo Alto CA 94303-2022,,,,not tested,East Palo Alto,San Mateo County,37.460409000000006,-122.14398700000001,
Ravenswood City Elementary,Ronald McNair Academy,2033 Pulgas Avenue East Palo Alto CA 94303-2025,,,,not tested,East Palo Alto,San Mateo County,37.462073,-122.13021499999999,
Ravenswood City School,The Primary School,"951 O' Connor St, East Palo Alto, CA 94303",,,,exempt,East Palo Alto,San Mateo County,37.460829,-122.133501,
