district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Irvine Unified,Alderwood Elementary,2005 Knollcrest Irvine CA 92603-1600,5.08,ppb,TRUE,tested,Irvine,Orange County,33.648739,-117.775925
Tustin Unified,Arnold O. Beckman High,3588 Bryan Avenue Irvine CA 92602-1347,NA,NA,FALSE,tested,Irvine,Orange County,33.718948,-117.780752
Irvine Unified,Beacon Park,200 Cultivate Irvine CA 92618,NA,NA,FALSE,tested,Irvine,Orange County,33.687829,-117.735016
Irvine Unified,Bonita Canyon Elementary,1 Sundance Irvine CA 92603-3608,NA,NA,FALSE,tested,Irvine,Orange County,33.633672,-117.812839
Irvine Unified,Brywood Elementary,1 Westwood Irvine CA 92620-6200,NA,NA,FALSE,tested,Irvine,Orange County,33.711533,-117.7738
Irvine Unified,Canyon View Elementary,12025 Yale Court Irvine CA 92620-0210,NA,NA,FALSE,tested,Irvine,Orange County,33.725715,-117.75323
Irvine Unified,College Park Elementary,3700 Chaparral Avenue Irvine CA 92606-2199,NA,NA,FALSE,tested,Irvine,Orange County,33.705745,-117.792842
Irvine Unified,Creekside High,3387 Barranca Pkwy Irvine CA 92606-8272,NA,NA,FALSE,tested,Irvine,Orange County,33.685065,-117.809857
Irvine Unified,Culverdale Elementary,2 Paseo Westpark Irvine CA 92614-5311,NA,NA,FALSE,tested,Irvine,Orange County,33.681519,-117.818057
Irvine Unified,Cypress Village Elementary,355 Rush Lily Irvine CA 92620-4112,NA,NA,FALSE,tested,Irvine,Orange County,33.686527,-117.756128
Irvine Unified,Deerfield Elementary,2 Deerfield Avenue Irvine CA 92604-3048,6.89,ppb,TRUE,tested,Irvine,Orange County,33.700131,-117.798956
Irvine Unified,Early Childhood Learning Center,1 Smoketree Irvine CA 92604-3158,NA,NA,FALSE,tested,Irvine,Orange County,33.684571,-117.77658
Irvine Unified,Eastshore Elementary,155 Eastshore Irvine CA 92604-4625,6.539999999999999,ppb,TRUE,tested,Irvine,Orange County,33.677961,-117.79023
Irvine Unified,El Camino Real Elementary,4782 Karen Ann Ln Irvine CA 92604,NA,NA,FALSE,tested,Irvine,Orange County,33.696585,-117.779684
Irvine Unified,Greentree Elementary,4200 Manzanita Irvine CA 92604-2711,NA,NA,FALSE,tested,Irvine,Orange County,33.698263,-117.78911
Tustin Unified,Hicks Canyon Elementary,3817 Viewpark Irvine CA 92602-2036,7.52,ppb,TRUE,tested,Irvine,Orange County,33.728221,-117.773502
Irvine Unified,Irvine Adult Transition Programs,311 West Yale Loop Irvine CA 92604-4736,6.79,ppb,TRUE,tested,Irvine,Orange County,33.682122,-117.806096
Irvine Unified,Irvine High,4321 Walnut Avenue Irvine CA 92604-2239,NA,NA,FALSE,tested,Irvine,Orange County,33.701744,-117.783481
Irvine Unified,Jeffrey Trail Middle,155 Visions Irvine CA 92620-3682,NA,NA,FALSE,tested,Irvine,Orange County,33.693661,-117.761825
Irvine Unified,Lakeside Middle,3 Lemongrass Irvine CA 92604-3608,NA,NA,FALSE,tested,Irvine,Orange County,33.685526,-117.795272
Private,Mardan School of Educational Therapy,1 Osborn Street Irvine CA 92604,NA,NA,FALSE,tested,Irvine,Orange County,33.674712,-117.791529
Irvine Unified,Meadow Park Elementary,50 Blue Lake South Irvine CA 92614-5472,NA,NA,FALSE,tested,Irvine,Orange County,33.671206,-117.809035
Irvine Unified,Northwood Elementary,28 Carson Irvine CA 92620-3313,7.305,ppb,TRUE,tested,Irvine,Orange County,33.704942,-117.769805
