district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Jurupa Unified,Camino Real Elementary,4655 Camino Real Jurupa Valley CA 92509-5419,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.980553,-117.452263
Jurupa Unified,Glen Avon Elementary,4352 Pyrite Street Jurupa Valley CA 92509-3338,NA,NA,NA,not tested,Jurupa Valley,Riverside County,34.02265,-117.46008
Jurupa Unified,Granite Hill Elementary,9371 Granite Hill Jurupa Valley CA 92509-1024,NA,NA,NA,not tested,Jurupa Valley,Riverside County,34.020786,-117.489194
Jurupa Unified,Ina Arbuckle Elementary,3600 Packard Street Jurupa Valley CA 92509-4519,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.998126,-117.4037
Jurupa Unified,Indian Hills Elementary,7750 Linares Avenue Jurupa Valley CA 92509-0140,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.975322,-117.45371
Jurupa Unified,Jurupa Middle,8700 Galena Street Jurupa Valley CA 92509-3228,NA,NA,NA,not tested,Jurupa Valley,Riverside County,34.004506,-117.50555
Riverside Unified,Lake Mathews Elementary,12252 Blackburn Road Riverside CA 92503-7083,NA,NA,FALSE,tested,Jurupa Valley,Riverside County,33.862643,-117.453513
Corona-Norco Unified,Louis VanderMolen Fundamental Elementary,6744 Carnelian Street Jurupa Valley CA 91752-4005,NA,NA,FALSE,tested,Jurupa Valley,Riverside County,33.965369,-117.542319
Jurupa Unified,Mira Loma Middle,5051 Steve Street Jurupa Valley CA 92509-3548,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.979137,-117.501538
Jurupa Unified,Mission Bell Elementary,4020 Conning Street Jurupa Valley CA 92509-2599,NA,NA,NA,not tested,Jurupa Valley,Riverside County,34.01642,-117.50266
Jurupa Unified,Mission Middle,5961 Mustang LN Jurupa Valley CA 92509-4260,NA,NA,NA,not tested,Jurupa Valley,Riverside County,34.00441,-117.416179
Jurupa Unified,Nueva Vista Continuation High,6836 34th Street Jurupa Valley CA 92509-1301,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.998057,-117.398514
Jurupa Unified,Patriot High,4355 Camino Real Jurupa Valley CA 92509-3455,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.980553,-117.452263
Jurupa Unified,Pedley Elementary,5871 Hudson Street Jurupa Valley CA 92509-5012,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.981534,-117.47986
Jurupa Unified,Peralta Elementary,6450 Peralta Place Jurupa Valley CA 92509-6352,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.976483,-117.430799
Jurupa Unified,Rubidoux High,4250 Opal Street Jurupa Valley CA 92509-7251,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.999064,-117.426841
Jurupa Unified,Sky Country Elementary,5520 Lucretia Avenue Jurupa Valley CA 91752-2060,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.988277,-117.528644
Jurupa Unified,Stone Avenue Elementary,5111 Stone Avenue Jurupa Valley CA 92509-4090,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.995235,-117.466748
Jurupa Unified,West Riverside Elementary,3972 Riverview Drive Jurupa Valley CA 92509-6611,NA,NA,NA,not tested,Jurupa Valley,Riverside County,33.998501,-117.414587
